idx	C3L-01663	C3N-03486	C3L-02665	C3L-02163	C3N-03875	C3N-01846	C3N-02375	C3L-02619	C3L-02649	C3N-02339	C3N-02252	C3N-02285	C3N-02288	C3L-02963	C3L-02627	C3L-00568	C3L-02349	C3L-04071	C3N-01893	C3L-00081	C3N-01194	C3L-03961	C3N-01025	C3L-00927	C3L-04391	C3L-00415	C3L-02170	C3N-02300	C3N-03662	C3L-02951	C3N-01028	C3L-02130	C3N-03092	C3N-03424	C3N-04155	C3L-02969	C3L-02127	C3L-02650	C3L-00603	C3L-02625	C3L-01606	C3N-02425	C3N-01892	C3N-03441	C3L-03963	C3L-04014	C3L-00923	C3N-03072	C3L-01285	C3L-02660	C3N-00555	C3L-01000	C3L-02891	C3N-03093	C3N-02374	C3N-03051	C3N-03886	C3N-02675	C3L-04013	C3N-03425	C3L-01838	C3L-03965	C3L-03272	C3L-00993	C3L-00904	C3N-02434	C3L-02669	C3L-00965	C3N-02283	C3L-03678	C3L-02968	C3N-00247	C3L-02164	C3L-02552	C3N-03880	C3N-02435	C3N-03076	C3L-02646	C3N-02523	C3L-02964	C3L-03962	C3L-02629	C3L-02168	C3N-02289	C3N-02426	C3N-02494	C3N-03848	C3L-02546	C3N-00211	C3N-01017	C3N-03204	C3N-00221	C3N-03882	C3N-03851	C3N-02284	C3L-00445	C3L-01455	C3N-04124	C3N-04162	C3L-03961	C3L-01884	C3L-02358	C3N-01411	C3N-01020	C3N-00497	C3N-04127	C3L-02648	C3N-03877
hsa-miR-24-3p	10.9358	10.8001	12.3682	12.6666	11.1333	10.622	10.9477	11.3392	10.7709	10.6764	11.1592	11.134	11.1013	10.7782	12.0715	10.7142	10.0672	11.0797	11.0982	11.3352	11.8499	11.4673	12.2406	13.2765	11.6301	10.6353	10.5805	11.5308	11.4088	10.4521	11.3745	11.06	10.86	10.7569	12.0206	11.5837	11.1801	11.1456	11.7661	11.7303	12.2533	10.8246	11.1498	11.2789	11.0095	10.719	11.4388	11.4116	11.8093	11.2679	11.94	10.7192	11.9845	11.3683	11.674	11.7288	11.3731	11.1213	10.0719	11.5359	11.0202	11.9335	11.8811	11.7928	11.1265	10.9898	11.2659	11.1743	11.3635	11.7379	10.9869	11.0231	10.7017	10.9981	11.8722	11.1422	11.4417	10.9485	11.6263	11.1468	12.4397	10.9988	10.9915	10.8543	10.8963	11.2456	10.9569	10.6091	11.4974	10.3636	11.2909	11.4238	12.0335	11.4827	11.8515	10.8192	10.9171	11.2133	11.9097	10.9653	11.0555	10.9866	10.6503	11.3089	9.9416	10.8446	11.634	10.9621
hsa-miR-2467-3p	0	0.2263	0.2325	0	0.3768	0	0.2413	0	0	0	0	0.2263	0.4779	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1295	0	0	0	0	0	0	0	0	0	0	0	0.2705	0	0	0	0	0.1742	0	0	0	0.242	0.739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2881	0.1615	0.5843	0	0	0	0	0	0.6441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1094	0	0	0	0	0	0	0	0	0	0	0	0	0.6246	0	0	0	0	0	0	0.1782
hsa-miR-2467-5p	0	0	0.2325	0.8735	0	0	0.2413	0	0	0	0.2651	0.1176	0.7264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1347	0	0	0	0.1697	0	0	0	0	0.328	0	0	0	0	0.1935	0	0.1742	0	0	0	0.242	0	0.4343	0	0.2906	0	0.1241	0.9051	0	0.3929	0	0	0.1578	0	0.1989	0	0	0	0	0	0	0	0	0.1723	0.1899	0	0	0	0	0	0	0.2192	0	0.148	0	0	0	0	0	0.1778	0	0	0.3255	0	0.7352	0	0	0	0.2876	0.1517	0	0	0	0	0	0	0	0	0	0	0.3368
hsa-miR-25-3p	11.2953	10.524	10.9209	10.2419	10.8536	12.184	10.7682	10.925	12.1714	10.063	10.8311	10.6418	11.5922	9.8234	10.1882	10.1499	10.2039	10.7522	10.0907	11.3613	11.2635	10.3566	11.3899	11.5286	9.8518	10.5679	9.6657	10.8735	10.9689	9.7652	11.2188	10.419	10.8573	10.1794	11.7402	11.1689	10.5055	10.3898	12.0065	10.3607	10.6972	10.8481	9.9596	11.3479	11.0556	11.3188	10.1313	11.278	12.6693	12.2283	11.6761	10.7861	11.2027	10.7977	10.4934	11.6269	12.3271	10.3058	12.1486	10.7725	10.6574	11.8361	11.1048	12.0499	10.8724	11.9114	10.4764	11.8674	12.5578	10.77	10.7986	11.032	10.1659	9.5748	11.2599	11.0508	11.9031	11.3211	11.1299	10.9025	12.1976	10.3816	10.858	9.9112	9.6486	11.1819	10.487	10.3505	10.4479	11.6723	10.9163	11.6004	12.1859	11.8361	11.4184	10.896	11.9632	10.5651	11.8284	10.6622	10.7641	11.5263	11.29	11.4286	10.9233	10.5601	10.929	11.6805
hsa-miR-25-5p	4.5261	5.8764	4.3139	3.661	4.7317	5.5377	5.5841	3.9896	4.6539	3.0954	4.7234	5.0779	4.7988	2.7123	2.5814	4.9717	4.5563	3.7255	4.158	6.1172	6.0956	4.269	4.4698	5.3228	2.969	6.9629	2.7305	5.6196	4.1513	3.9175	4.0035	4.6562	3.9945	3.7974	5.1227	4.7831	5.2191	3.1307	7.2746	3.4854	4.2605	6.1481	4.0143	5.1137	4.0245	4.6165	5.0419	4.5296	6.3939	5.1321	5.65	4.5434	4.8246	3.8998	5.0029	4.0994	4.9564	3.9118	5.1797	5.5336	4.5251	4.7559	4.4223	5.7201	3.2879	6.3438	2.7284	5.3615	7.1709	4.724	5.0538	4.7028	3.6206	3.7785	4.208	3.09	5.4985	3.6737	4.416	3.945	5.3865	2.8705	4.7242	3.5678	3.957	4.0985	2.8141	4.4091	3.7682	6.3075	5.5801	6.0377	5.8262	4.7595	6.3056	4.5747	5.4304	3.9495	4.9856	3.3863	3.9492	5.411	5.1338	5.7228	6.8609	2.9959	4.1722	4.5696
hsa-miR-2681-3p	0.4016	0.7479	0.2325	0.5019	0	0	2.846	0	1.7595	0	0.5891	0	0.4779	0	0	0	2.0431	0.5228	0.5272	0.7238	0	0.1561	0.7767	0	0	0	0.5556	0.258	1.647	0	0.3897	0.3215	0.1641	0.7911	0.6143	1.0638	0.5951	0.2618	0	0.2852	0	0.1935	0.4135	2.4231	0.3684	1.3049	0.6867	0	5.8413	2.4537	0.2546	0.2906	0	0	0	0.3338	0.2098	0	0	0	0.5095	1.5469	0.1594	0.2881	0	2.3676	0.2042	0.2319	2.2748	0	0.7085	0	0.4966	0.5218	0.2242	0	0.3184	1.59	0	0	0	0.8749	2.0047	0.5101	0	0	0	0.1094	0	1.5968	0.7876	0.7352	0	0	0	1.0724	0.4142	0	0	0	0	0	0.7133	0.1761	0	0	0.3742	0.9414
hsa-miR-2681-5p	0	0	0	0.2727	0	0	1.0651	0	0.9666	0	0	0	0.1775	0	0.1871	0	0.1836	0	0	0.2836	0	0	0.7767	0	0.1274	0	0.3582	0	0	0	0	0.4589	0	0	0	0	0	0	0.1416	0	0	0	0.1514	0.5977	0.1959	0.372	0	0	3.4641	0.9092	0	0	0	0	0	0	0	1.0027	0	0	0.613	0.5296	0	0	0.1615	1.8059	0	0	0.7639	0	0.3261	0	0	0	0	0	0.168	0.1382	0	0	0	0	0.3116	0	0	0	0	0	0	0.3255	1.2211	0	0	0	0	0	0.1517	0	0	0	0	0	0	0	0	0	0	0.1782
hsa-miR-2682-3p	0	0	0	0	0	0.62	0	0.648	0	0.1518	0	0.4218	0	0	0	0	0.1836	0	0	0	0.4817	0	0	0	0.1274	0	1.0891	0.5748	0	0	0	0	0.4451	0	0	0	0	0	0	0	0	0	0.1514	0	1.3786	0	0.5731	0	0	0	0	0	0	0.2384	0	0.9345	0	0	0	0	0	0	0	0	0	0	0.2042	1.3615	1.3621	0	0	0	0	0	0	0.2275	0	0	0	0	0	0.8749	0	0	0	0	0.1778	0.1094	0	0	0	0	0	1.2388	0	0	0	0	0	0	0.2395	0	0	0	0	0	0	0
hsa-miR-2682-5p	0.1467	0	0	0	0	2.5439	0	0.5112	0	0.2892	0.1386	0.4218	0.1775	0.6814	0	0	0	0.789	0	0.5204	0	0.2969	0	0	0.2444	0	1.2112	0	0.1917	0	0	0	0.6802	0	0	0	0	1.0664	0.5998	0	0.9131	0	0	0	1.6025	0	0	0	0	0	0	0	0	0	0	1.562	0	0	0	0.3001	0.5095	0	0	0	0.4387	0	0.2042	1.7831	1.2607	0	0	0.7685	0	0	0	0.5968	0	0	0	0	0	0	0	0	0.2524	0	1.2088	0.3952	0.2776	0	0	0	0	2.4788	0	0	0.2889	0.5423	0	0	1.059	0	0	0	0	0.4726	0.7994	0
hsa-miR-26a-1-3p	1.6991	1.0136	0.7652	0.7892	1.8021	1.1716	2.27	0.5112	0.8442	0.53	1.2703	1.7559	1.6296	0	0.9777	0	1.1514	0.789	1.0418	0.7238	2.3679	1.859	0.9642	0	0.9433	0.8845	1.7025	1.6571	0.7745	0.7214	0.3897	1.4581	0.8823	1.1488	1.8695	0.7882	1.6644	0.3767	1.3486	1.0654	0.1714	2.2427	1.4701	1.1911	1.0131	1.3049	0.3148	1.0674	0	1.3177	0.9745	1.2932	1.0659	1.1164	1.5458	1.2027	1.674	1.9581	0.7596	1.1838	1.1142	1.686	0.8621	1.2178	0.1615	1.7356	0.3831	1.5452	1.4569	1.603	0.4652	0	1.5616	0.6871	1.2294	0	0.9912	1.3832	0.5775	0.9815	1.8009	0.6741	1.2177	0.8184	0.7391	1.6309	1.0351	1.7157	0.3191	1.9199	2.5758	0.9155	2.172	1.9881	0.523	1.0724	1.4129	1.7144	0.952	1.1558	0.2395	1.8919	1.647	1.6815	1.0181	0.6011	0.7994	1.3661
hsa-miR-26a-2-3p	4.977	4.8925	4.2087	4.0074	5.3644	4.9737	5.2669	4.4012	3.8599	4.522	4.3409	5.0523	4.5312	4.4279	4.3298	4.5684	4.4881	4.1008	4.8163	3.8437	4.6878	4.4075	4.4542	3.4426	4.3361	4.0017	4.7561	4.8084	4.9133	4.6627	4.7656	4.2268	4.0375	4.8334	4.0697	4.3537	4.8103	3.8308	4.9302	3.4473	4.0893	4.9611	4.6698	4.737	4.7492	4.6841	4.4575	4.2948	5.6079	4.6166	3.7597	4.3198	4.0137	4.6224	4.3485	3.4962	4.6315	5.497	4.3009	4.7801	4.3489	4.5437	4.8363	3.6682	4.097	3.905	3.8463	4.6275	5.0029	4.5711	4.2867	4.7183	5.0286	4.4248	4.7844	4.0776	4.0709	4.0775	4.1353	4.6272	4.011	4.3684	4.5195	4.7344	4.2603	4.7272	5.0672	4.668	3.2353	5.1257	5.0633	4.4333	4.958	4.1649	4.7721	4.5409	4.8821	4.9383	4.7637	4.6897	4.0151	4.8684	4.4939	5.1672	5.4547	4.235	3.996	4.2186
hsa-miR-26a-5p	16.1861	15.6686	15.3824	15.5565	15.6166	15.7212	15.6915	15.9078	15.446	16.4565	16.0719	15.7894	15.7523	15.8403	15.7763	16.26	16.1076	15.6781	16.0091	15.7087	15.9115	16.0936	15.6055	14.8186	15.7561	15.8153	16.109	16.1213	15.7954	15.9039	15.8621	15.8839	15.3063	16.3749	15.3081	15.8381	15.5244	15.6964	16.0066	15.3487	16.2614	15.1645	15.7076	16.2636	16.1003	15.9726	16.3796	15.7784	16.8607	16.3175	15.8894	16.3842	16.0503	15.3888	15.4195	15.553	15.5931	15.8864	15.19	15.6989	16.2698	15.8583	15.7659	15.7419	15.7712	15.688	15.4969	16.1526	16.0294	15.8368	15.9883	16.435	16.4166	16.3482	15.6841	15.8538	15.5709	15.579	15.7004	15.7771	15.7689	15.8191	15.9082	15.8948	15.8622	16.0522	16.0255	16.1377	15.849	16.0543	15.2872	15.4863	15.1108	15.6103	16.0256	15.7462	16.4083	15.6823	15.6742	16.4328	15.496	16.1479	15.6943	15.8567	16.5395	15.4955	15.7435	15.4941
hsa-miR-26b-3p	2.7379	3.3703	3.091	2.0059	3.0292	3.0595	3.05	3.6902	2.8486	3.4433	3.3757	3.7977	3.7338	3.8481	3.197	1.7307	3.6003	2.5003	3.1746	2.3271	2.9885	3.3741	3.3268	2.5265	2.3394	3.3656	3.4785	4.234	3.5256	2.8076	2.7184	3.598	2.6278	3.8224	2.9576	2.8438	2.6978	2.8612	3.5513	2.7404	3.3339	2.3276	3.4685	3.7766	3.3862	2.957	3.5817	2.7748	3.7199	3.4491	3.059	4.0839	3.3963	2.9852	3.5844	3.3004	3.5605	3.8123	2.9509	3.79	3.1259	3.6811	2.6453	2.1814	2.4907	3.1946	2.3946	2.7183	4.3851	2.6791	3.5738	3.1503	3.6911	3.4736	2.8519	2.7303	2.0311	2.8138	3.3256	2.7291	2.9644	3.1669	2.6282	3.2193	3.292	3.3724	3.1488	3.6258	2.3003	3.145	4.5177	3.8813	2.8258	2.7938	2.5376	3.0301	3.5135	2.8552	2.5811	3.5158	2.8719	3.4256	1.9944	3.5581	3.3251	3.6137	3.0454	3.2146
hsa-miR-26b-5p	13.7042	13.5385	13.39	11.9966	13.3383	13.3678	13.2053	13.7269	13.3431	12.8504	13.4889	13.6602	13.8899	13.5335	13.7364	13.3944	13.3465	13.1267	13.6357	12.5704	13.5381	13.2684	13.4864	12.9026	12.7083	13.4512	13.7667	13.8853	13.1403	13.4072	13.9304	13.3188	12.8548	13.8116	12.7695	13.2832	13.0194	13.3916	13.1294	13.2759	13.5774	12.5724	13.362	13.6481	13.5606	13.1751	13.3734	13.0243	13.2276	13.7132	13.6376	13.9681	13.1802	13.2084	13.3072	13.5921	13.7669	13.6006	12.8044	13.064	13.8235	13.3062	12.894	13.7769	13.6292	12.958	12.9769	13.5622	13.6681	13.2081	13.5522	13.9367	14.1286	13.4692	13.119	13.0999	12.9555	13.4068	13.1249	13.8121	12.8537	13.3234	13.208	13.3431	13.3383	13.5615	13.778	13.5783	13.2843	13.4727	13.0229	13.039	12.4106	13.2305	12.7489	13.2935	13.9913	12.8222	12.7405	13.9447	13.3202	13.6625	13.0693	13.7322	13.8507	13.3024	13.544	13.0402
hsa-miR-27a-3p	11.5831	11.5432	12.6742	12.361	12.4378	10.8587	11.4473	11.8144	11.5904	11.2511	11.6575	11.5339	11.9218	11.1569	12.7377	10.8753	10.8038	12.1766	12.4527	10.6315	12.4206	12.387	12.3996	13.0013	12.3793	10.4174	10.9027	11.645	12.2529	11.3225	11.8276	11.5758	11.486	11.2756	12.5431	12.4919	12.0247	11.7645	11.1108	12.1276	12.0296	11.4421	11.334	11.3291	11.232	11.4728	11.8431	12.0849	11.1498	11.7447	11.8673	11.1632	12.1655	12.4995	11.894	12.3021	11.7261	12.1969	10.7056	12.2662	11.5795	12.859	12.6437	12.05	12.2126	12.0204	12.2537	10.9809	9.5267	12.1358	11.3607	12.4714	11.3112	11.3524	12.8895	11.5438	12.0562	12.0402	12.2401	11.5149	11.9897	11.8467	11.5347	11.3168	11.6065	11.608	11.7256	11.3194	12.8101	10.6146	11.5191	11.6099	12.3336	11.371	12.2499	11.1772	11.5216	12.4016	13.1067	11.5404	12.0307	12.074	11.4035	12.1218	10.4334	11.2666	12.6975	11.328
hsa-miR-27a-5p	5.5809	6.83	8.1934	6.1935	6.4894	7.0715	6.4388	5.744	5.7958	4.4867	5.5481	6.685	5.8695	5.7614	4.4166	3.7573	3.9048	5.834	5.9999	6.4786	7.3179	6.8741	6.479	5.5472	6.7582	4.8004	6.5489	6.8777	7.6353	5.5812	5.0417	6.1728	5.5141	5.8572	7.2266	5.9766	6.4112	4.5895	6.1416	4.5099	4.8137	5.9843	6.4147	7.6843	5.9153	5.6431	5.0525	5.2368	4.5284	7.995	6.3822	6.9211	7.229	6.315	6.8732	4.9207	5.5404	5.9031	4.559	7.769	5.9663	6.9662	6.8485	6.0243	6.5141	6.96	4.3605	6.5323	4.4896	5.8834	6.0235	6.0718	7.9347	4.79	7.0364	3.4011	5.5064	4.6797	5.7059	3.9551	4.4278	3.73	5.8156	6.4004	5.3828	6.3197	5.46	5.9591	6.0848	5.9832	5.3933	6.3157	7.1309	5.5543	6.4693	5.794	6.7501	5.9855	7.9333	7.0218	4.8302	5.1502	6.1087	6.1364	5.357	4.5214	6.5384	5.5591
hsa-miR-27b-3p	13.6986	13.1859	12.6015	13.4092	13.2855	13.3564	13.1097	14.1009	13.087	12.9656	13.9255	13.5888	13.3183	13.076	13.5241	13.1171	12.7048	13.0682	13.0771	13.5934	14.0709	14.2564	14.2068	12.9433	13.6748	13.0015	13.2138	13.8033	13.741	13.2835	13.4312	13.1437	13.3128	13.3531	14.1968	13.3384	13.3373	13.8622	14.3867	13.8244	13.1062	13.8287	13.6131	13.5122	13.3605	13.5136	13.8486	14.2226	14.3997	13.9287	14.0994	13.198	13.3412	11.9499	13.5873	13.5072	13.7903	13.1361	12.7201	13.2827	13.1903	13.7255	14.1124	13.9912	13.2783	13.3757	13.3907	14.2789	14.0308	14.4164	13.0919	12.8467	13.0925	13.3986	14.5644	14.0102	13.5847	13.4077	13.5754	13.3805	14.9816	13.3558	13.7809	12.8819	13.5113	13.279	13.1421	13.0254	13.1783	13.3886	13.3804	13.6387	15.1435	12.2335	13.4014	13.7207	13.2497	13.5923	14.2649	13.5018	12.8661	13.2192	13.8952	13.6943	12.8639	13.1144	13.6164	13.5197
hsa-miR-27b-5p	5.8128	5.6216	4.958	4.9079	6.1726	5.8012	5.5509	5.4764	4.1714	4.8729	5.8751	5.6752	5.0701	4.1326	4.6008	4.4043	4.1886	5.0769	4.6233	6.8335	7.0401	5.5382	5.514	4.119	4.9837	5.0784	4.8531	6.0424	5.8577	5.0564	5.33	4.6984	5.2925	4.8211	5.7852	5.2088	5.2387	4.9421	6.5625	5.3803	4.8202	6.5261	5.4204	5.2849	4.8103	5.4184	5.835	5.778	5.3719	5.3087	6.2926	4.8417	5.1882	4.3447	5.7656	4.9331	5.8532	5.4605	4.1801	6.3885	5.5597	5.1714	6.1396	6.1328	5.3757	5.1546	4.4536	6.0831	6.0578	6.3572	4.9451	5.2901	4.7708	5.1607	6.282	5.2949	5.0544	4.3	4.9325	4.9026	6.4798	4.7013	5.6454	4.6924	5.2221	4.8773	4.9249	4.9475	4.4806	5.6684	5.879	6.2458	7.6368	4.104	5.3759	5.1143	5.9036	5.749	6.1	5.1096	4.3449	5.1884	5.5028	5.4926	5.0348	4.5376	5.9474	5.2104
hsa-miR-28-3p	9.8333	9.1278	8.6085	9.4748	10.0358	10.0392	9.3728	8.7056	10.7106	8.84	9.2751	9.1296	9.5424	8.7857	9.1559	10.078	9.4127	8.9858	9.4642	9.9756	9.5835	9.1535	9.6482	8.5475	8.913	10.4077	8.5428	9.8889	9.4581	8.8827	8.877	9.1342	9.3661	8.8874	10.2384	8.8706	8.7317	8.7625	9.4848	8.4613	9.3338	8.3902	8.6038	9.4391	8.5259	9.5121	8.795	9.7735	8.956	9.397	9.5947	9.0491	9.3715	8.5918	9.0249	9.2155	9.2154	8.1033	8.0651	9.3821	9.1485	8.7699	9.2855	9.6464	9.1154	9.8013	9.392	8.6465	9.402	8.6331	8.8483	8.6509	8.6674	8.7883	8.826	9.1191	9.2928	9.2119	10.0633	8.7296	9.239	8.7765	9.2773	8.615	8.4805	8.6989	8.698	9.1533	9.0261	10.5412	9.197	10.5267	9.5566	8.6308	9.1762	9.2274	9.6439	8.9077	9.1376	8.6819	8.6284	8.7774	9.0066	8.5572	8.9518	8.8055	8.754	9.5384
hsa-miR-28-5p	9.4488	9.3252	9.0031	9.7605	10.2732	10.1929	9.9144	9.3392	11.2745	8.9209	9.9645	9.5348	9.5537	9.31	9.7084	10.0209	10.0112	9.2655	9.8628	9.8188	10.2174	9.8912	9.3327	9.1027	9.7506	10.2163	9.1168	10.1932	9.8404	9.3836	8.9252	9.8527	9.7529	9.9134	10.4685	9.679	9.1743	9.2719	10.3015	8.9874	9.4013	8.8209	9.46	10.305	9.4548	9.9766	9.7122	9.9738	8.6923	9.895	9.8558	9.6599	10.4208	9.1608	9.463	9.4899	9.6375	8.6126	8.5649	9.8644	9.6473	9.3892	9.7815	9.8598	9.2618	9.9186	9.9498	9.0292	9.9	9.3405	9.7565	9.3837	9.5109	9.669	9.5735	9.6622	9.8687	9.5225	10.4854	9.2792	9.5668	9.4361	9.8725	9.242	9.3156	9.1729	9.2935	9.7209	9.5948	10.1776	9.4709	10.9567	9.8102	9.2232	9.6523	9.788	10.0099	9.445	9.3412	9.7552	8.6782	9.1797	9.0767	8.8177	9.1734	9.2136	9.3564	10.0709
hsa-miR-2861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-296-3p	2.7834	3.1395	2.9674	0.8735	1.1975	1.0522	1.496	0.5112	2.7834	2.2211	2.1795	2.2693	3.2689	2.1703	2.5131	3.2945	2.2216	1.6031	2.8608	2.5839	1.5762	1.9038	3.2922	0.7629	1.1374	2.5522	2.6891	3.3783	1.2757	2.242	3.0508	2.0428	2.0043	2.492	0.6143	0	0.4677	1.7601	4.4549	0.1962	2.8942	2.5909	2.2516	1.5484	3.609	0.9126	2.8516	0.7912	1.1403	1.9297	4.4993	3.045	3.0871	1.2313	1.7838	1.2821	3.6351	0.7025	0.5802	3.9497	1.5906	2.0372	2.7239	1.2178	0.5596	0.2221	1.2441	0.9046	4.467	2.597	2.9956	1.5703	1.7049	2.7737	1.0061	3.2539	3.8165	2.4391	1.2096	2.9675	3.8689	0.9656	2.5413	2.3425	2.3802	0.7183	2.2241	3.3859	2.5732	1.3326	4.033	3.5126	0.4532	2.9635	3.2343	3.0105	2.4997	2.2174	0.6987	1.4432	0.7843	0.8528	0.7133	1.5597	2.4623	1.6765	0.1992	0.4797
hsa-miR-296-5p	4.4575	4.1822	3.2048	1.7623	1.5801	2.5875	2.2145	2.4689	3.7618	3.916	4.5968	3.9079	4.4031	4.2287	4.2481	3.9427	3.058	3.1474	5.2333	4.0085	2.7961	2.7712	5.4369	1.9212	2.7489	4.0206	4.0527	3.9713	2.1868	2.9953	3.5094	4.1679	2.6829	3.441	1.6431	1.7496	2.0226	2.0645	5.3432	1.7361	3.1203	3.7384	4.1282	2.278	4.2061	1.8074	3.3598	2.5231	3.0164	2.8548	4.2875	5.254	3.8038	2.4809	3.9032	2.0441	5.0411	3.1746	1.4761	4.3023	3.0542	3.2592	3.8745	3.3307	1.5917	1.5836	2.8398	2.2741	5.5514	4.098	4.0309	2.9014	3.2979	3.9014	1.5104	4.3434	4.6696	3.9425	2.5663	4.3945	4.8076	2.8227	2.9315	3.7697	3.6295	2.0232	3.329	3.7826	3.18	2.4067	5.7422	3.4261	0.2443	3.3607	4.2985	4.0295	3.6343	3.34	1.9852	2.8109	2.1476	2.4123	2.6621	2.6609	2.2916	2.6548	1.4735	1.0369
hsa-miR-297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-299-3p	2.11	2.9622	0.9065	1.671	2.53	3.3144	2.4729	2.9903	1.2818	3.0381	2.1138	2.7234	1.7468	3.8957	3.9188	2.0053	1.0605	2.4627	1.758	1.6151	3.4211	3.0749	2.7454	3.1906	2.9345	0.8845	3.1216	3.5327	3.252	3.3795	3.3208	5.1578	2.0043	1.9259	2.7456	2.0947	2.3093	2.0984	2.1717	2.802	0.8131	0.7806	3.2341	2.0732	2.6741	1.4672	2.397	3.116	2.287	2.3331	2.5422	2.3269	2.4673	3.7049	3.2557	2.089	1.6014	1.0903	0.9192	3.2563	2.6296	3.0173	1.6335	4.8722	2.2243	1.5012	2.5711	2.7928	2.1668	1.7994	1.6581	2.6659	3.2979	3.0414	2.0682	3.1186	2.9389	1.7709	3.2775	2.4719	3.3781	2.9616	3.3618	3.4383	3.0133	2.2843	2.0523	2.6504	4.0186	1.9199	2.052	3.5676	1.7652	2.687	2.3951	3.344	2.997	2.7285	2.724	2.1096	2.2607	4.3774	2.6127	3.1361	1.1572	3.1717	3.2834	1.9607
hsa-miR-299-5p	3.0301	2.3437	1.3641	1.2964	2.6492	3.2615	1.5862	2.2713	1.8257	4.4652	2.1138	2.5459	2.0951	3.6122	1.4855	2.2358	1.7836	3.6269	1.7198	3.7652	1.8385	3.0352	2.3339	2.0482	3.2038	2.7914	3.5145	3.1104	3.2303	2.4274	3.2753	4.5137	2.6556	2.492	2.1963	1.1841	2.8588	1.3173	2.9061	2.4055	2.8188	1.1034	3.217	1.1077	2.7695	1.8074	2.0172	3.2044	2.6052	2.7457	1.811	2.2273	1.8701	3.3455	3.4526	2.1746	1.4444	1.527	0.8416	3.203	3.6116	3.069	2.1713	4.3693	2.3965	1.3207	2.4357	3.2548	1.8551	1.3756	1.0105	2.6005	3.6206	3.7414	1.8834	3.4915	2.074	2.1101	3.439	2.8853	3.0421	2.7733	2.9983	4.0241	3.0303	2.0232	2.867	2.8369	3.8052	2.0133	0.9769	3.0551	0.4532	2.8932	1.8566	3.106	2.6346	2.9146	2.1462	2.4709	2.314	3.7966	1.9151	2.7748	2.0979	2.7686	2.9098	1.0369
hsa-miR-29a-3p	12.0182	12.3217	12.7261	11.4688	11.6907	11.0821	12.7676	12.0786	11.5849	12.6901	12.6427	11.9655	12.6412	12.845	13.8335	11.2983	12.2285	12.5294	12.8833	11.1448	12.7107	12.4529	11.5136	13.2444	12.1587	11.381	12.8888	12.1754	11.9134	12.1594	12.5083	12.6813	13.6881	12.6695	11.5259	12.7094	12.589	12.2196	12.0824	12.9131	11.1565	13.0506	12.2638	12.5879	12.7201	12.2761	12.7885	11.3988	10.5531	12.983	11.6939	12.6971	12.7358	12.9605	12.2647	11.8921	11.1887	13.1641	10.4187	12.3333	12.0155	12.1408	12.2208	11.6272	12.2654	11.7376	11.9203	11.8204	11.0282	12.4921	12.6379	12.7087	12.9241	12.6715	12.5317	11.691	11.6523	12.1811	11.9156	12.3098	11.4989	12.5305	12.0287	12.5274	12.0463	12.5928	12.8438	12.3301	11.8014	12.1689	12.0435	12.424	11.8774	11.5236	11.2137	12.0506	12.4229	12.0967	12.0722	13.0189	12.0781	12.6114	11.266	12.4722	11.7387	12.2745	12.7199	11.5785
