idx	C3N-03848	C3L-03272	C3N-02494	C3L-00568	C3L-02625	C3L-00923	C3N-03204	C3N-03093	C3L-01455	C3N-01017	C3L-02627	C3N-03441	C3L-02660	C3L-02963	C3N-02339	C3N-03425	C3L-02650	C3L-02546	C3N-03875	C3N-04162	C3N-02374	C3L-02168	C3N-03877	C3L-01884	C3N-04127	C3N-02435	C3L-02969	C3N-00497	C3L-03962	C3N-04124	C3N-02252	C3N-01846	C3L-02163	C3N-02675	C3L-02964	C3N-02375	C3L-02127	C3L-04013	C3L-02665	C3L-00993	C3N-03882	C3N-00221	C3N-02425	C3L-03963	C3L-04071	C3N-00555	C3L-01000	C3L-02358	C3L-00603	C3L-02130	C3L-02669	C3N-03092	C3N-02575	C3L-02619	C3N-03851	C3L-02552	C3L-02164	C3N-01411	C3N-03486	C3N-02426	C3L-02648	C3L-02349	C3N-02434	C3L-03965	C3L-00904	C3N-03076	C3L-04014	C3N-02523	C3L-02649	C3L-00415	C3N-01020	C3N-01025	C3N-03424	C3L-03961	C3N-01028	C3L-00445	C3L-01285	C3L-02968	C3L-02891	C3N-03880	C3N-02289	C3L-04391	C3L-00927	C3L-01606	C3L-02951	C3L-01663	C3L-00081	C3N-02288	C3N-03051	C3N-01194	C3N-01892	C3N-02285	C3N-01893	C3L-02629
hsa-miR-223-3p	11.0257	12.6758	11.6604	12.1055	11.105	12.0127	11.3682	11.9895	12.4042	11.7669	12.5615	12.5303	12.0335	12.4408	13.8517	11.6711	12.9221	12.2654	11.1532	12.3401	12.5136	12.9079	11.7975	12.0129	11.3488	12.3835	11.8498	12.3134	11.2987	11.1806	12.1195	12.6959	12.4797	10.7185	12.3853	10.9451	12.6124	12.0097	13.1799	11.1076	11.5585	11.189	11.9494	12.2282	13.5361	12.2858	12.0267	11.9313	11.8206	11.8421	12.4881	12.1186	12.4614	13.2279	11.8654	12.4421	12.7383	12.312	13.455	11.2937	11.9501	11.5402	13.5783	11.791	11.0435	12.2188	11.3952	11.9767	11.9477	12.7338	12.1249	11.1992	11.8664	11.6956	11.4659	13.06	11.6051	11.3792	11.1052	11.2437	11.9599	12.3721	12.1954	11.8659	12.4286	11.9315	11.4331	12.3684	11.1331	11.7524	12.5191	12.3186	11.5746	11.8932
hsa-miR-223-5p	3.775	4.8145	4.0836	4.8285	3.8428	4.3861	4.6022	4.2932	4.6794	4.2892	4.5759	4.4417	4.2397	4.7625	5.2087	4.1743	5.1191	4.0755	3.6113	5.6523	4.7097	4.8684	4.4466	4.4375	3.7522	4.4279	3.8434	4.7312	4.0151	3.6486	4.2013	5.1017	4.6523	3.6853	4.859	3.3137	4.568	4.6311	5.4571	3.9484	4.1435	3.998	3.6041	4.7133	5.5298	4.8622	4.6263	3.7958	4.1568	4.2551	4.4585	4.4995	4.4517	4.3804	4.1586	4.4841	4.5736	4.9433	5.4391	3.3723	4.2888	3.9261	5.0276	4.1305	3.9644	4.6462	4.1428	4.4402	4.4247	5.0075	4.6719	3.9028	3.7494	3.7247	4.547	4.7272	4.4029	4.452	3.4834	3.7279	4.0859	4.6924	4.7665	4.3616	5.0031	4.6818	4.2488	4.986	4.2888	4.5924	4.6345	4.3667	4.1524	4.4052
hsa-miR-224-3p	4.94	4.8716	4.5037	4.26	4.8775	4.2082	4.6631	3.7723	4.4701	4.0941	4.9757	4.84	4.9781	4.4429	4.5502	5.1061	4.5824	4.7358	4.7417	4.2974	4.2197	4.3806	4.6009	4.4189	4.8421	5.0651	4.8252	4.1708	4.4712	5.1676	4.3883	4.2083	4.7034	4.588	3.7985	4.6557	4.8777	4.1829	4.2938	4.0318	4.9846	4.4312	4.3575	4.668	4.4818	4.2211	4.6381	4.6335	4.4529	4.8865	4.3282	4.8505	4.4517	4.1487	4.4776	4.1607	4.0415	4.3662	3.8566	4.0399	5.0446	4.8468	4.6598	4.5099	4.0943	4.5226	4.6327	4.3727	4.5821	4.4819	4.3658	4.1262	4.633	4.76	4.2133	4.0106	4.7058	4.2217	4.9203	4.9578	3.8251	4.5239	4.0936	4.6597	4.5848	4.7315	4.5501	4.589	4.6852	4.6449	4.4019	4.413	4.6982	4.3231
hsa-miR-224-5p	9.2159	8.8719	8.601	8.1522	8.7977	8.2335	8.5223	9.0892	8.7388	8.005	9.0741	8.5144	8.9702	8.6435	8.7111	8.9013	8.2822	9.2684	8.5314	8.7108	8.9669	8.8901	8.1857	8.475	8.605	8.4064	8.8905	8.2659	8.5477	9.0348	8.5373	8.882	8.7685	9.227	7.3715	8.695	9.2476	8.6595	8.649	7.9756	8.8035	8.5127	8.6392	8.1212	8.0751	8.4868	8.8855	8.9997	8.5034	9.1701	8.1161	8.4445	8.8378	7.8918	8.5112	8.1937	7.8266	8.8156	8.7131	9.1866	9.0175	8.8048	8.9157	8.3684	7.6378	8.8154	9.0397	8.6814	8.4997	8.9354	8.555	8.7958	8.2425	8.5463	8.1415	9.0468	9.1353	8.8966	9.0797	8.634	8.2971	8.4385	8.1614	8.7786	8.4777	8.7569	8.5069	9.0018	9.3452	8.2803	8.1919	8.3286	8.6746	8.6656
hsa-miR-2276-3p	0	0	0	0	0.3135	0	0	0.2568	0.4926	0	0.4179	0.3132	0.6473	0.7136	0	0	0	0.3065	0.4012	0	0.5126	0.3778	0	0.1874	0	0	0	0.428	0	0.2771	0.3986	0.5521	0.2028	0.3462	0.7916	0	0	0.1534	0	0	0.153	0.579	0	0	0	0	0.1386	0.4389	0.472	0	0	0	0	0.1747	0	0.3138	0.6382	0.2875	0.3113	0.8481	0.1453	0	0.7463	0.2662	0	0.3965	0.2266	0.1508	0.2515	0	0	0	0.2229	0	0.3702	0	0	0.3375	0	0	0.368	0	0.7682	0.2284	0	0.3781	0	0	0.1461	0.6402	0.7818	0.1534	0.1474	0.1766
hsa-miR-2276-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5271	0	0	0	0	0	0	0	0	0	0.1508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2277-3p	0.9379	0.9324	0.2523	2.0507	0.9788	1.0028	0.1589	2.2917	0.8592	0.7546	1.1584	1.4949	0.748	1.3527	0.5653	0.8174	0.8157	1.1779	0.8057	1.7135	0.89	1.0339	1.4455	1.2553	1.2059	0.8837	1.2563	1.3033	0.7202	0.8001	0.6139	0.765	1.0402	1.317	1.2266	0.1338	0.7383	1.362	2.1223	1.3646	1.0834	0.2198	1.5057	1.5693	1.9222	1.2517	1.2701	0.9175	0.6605	0.9487	1.1217	1.1515	0.8076	2.1622	1.4857	0.7898	0.7378	1.216	0.7845	1.1577	1.4862	1.1034	1.4889	1.5485	1.4672	1.0753	0.7486	0.5267	1.2801	0.8365	0.3218	0.4414	1.3242	1.4762	0.7918	1.5845	0.1334	0.6717	1.0546	1.5322	0.661	1.3764	1.3259	1.6916	1.3065	1.3208	1.0327	0.3669	0.6163	1.4199	0.9447	0.1534	1.3255	1.2032
hsa-miR-2277-5p	0.726	0.6487	0.1316	1.034	0.3135	0.877	0.86	1.117	1.6017	1.2475	0.2916	0.5704	0.8421	0.3496	0.4434	1.4907	1.1482	0.4798	0.5134	1.0974	1.3585	1.2761	0.8967	0.9789	1.7554	0.7861	1.1211	0.898	1.4141	1.372	1.1156	0.9505	1.4519	1.3558	0.8897	1.2394	0.8315	0.6423	1.4206	1.0357	1.0834	1.1058	1.1547	0.9456	1.1735	1.3418	0.4889	1.1663	0.9765	1.1268	0.7077	1.7315	1.2482	0.3305	0.9262	1.2242	1.1532	1.3468	1.4886	0.9435	1.2495	1.0315	1.4297	1.1478	1.4151	0.5602	1.0146	1.2152	1.0996	1.0339	1.4591	0.4414	0.6644	0.7106	0.5248	0.8071	0.57	1.4045	0.6668	0.583	1.2364	0.752	1.0738	1.5719	0.9715	1.6309	0.6609	1.1729	1.3174	1.6934	0.2696	0.6423	1.3255	0.8331
hsa-miR-2278	0	0	0	0	0.3135	0	0.1589	0	0	0	0	0	0	0	0	0	0	0.1096	0	0.5134	0	0.1041	0	0	0	0	0	0.5178	0	0	0	0	0.105	0	0	0	0	0	0.2237	0	0	0	0	0	0	0	0	0	0	0	0.2399	0	0	0	0.1135	0	0	0	0.5672	0.1675	0	0	0.1544	0	0	0	0	0	0	0	0	0	0	0.1729	0.1969	0	0	0.0921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2355-3p	4.8114	3.778	3.7666	4.7275	4.4669	3.6198	5.1245	3.7411	4.5724	4.5984	4.1809	4.6087	4.5322	4.2062	3.9884	3.9436	4.4177	4.1544	4.5311	5.0592	4.4991	4.9228	4.6513	4.3906	4.5807	4.5958	4.2998	4.1358	4.0797	4.688	4.7081	4.6105	4.8653	4.3059	3.8481	4.4529	4.4699	4.8601	4.883	3.7795	4.4097	3.9603	4.7549	4.394	4.6596	4.8774	4.362	4.3488	3.9374	4.6736	3.9685	4.3434	4.5162	4.3981	4.4508	3.372	4.154	4.4846	4.5776	5.0739	4.312	4.0033	4.3034	4.615	3.6062	5.7289	4.6813	4.1845	4.2039	4.3211	4.9243	4.2535	3.7761	4.0247	4.8252	4.7067	4.0532	4.2962	4.2419	4.5854	3.8736	4.8143	4.889	3.9618	4.1985	4.5342	4.3344	4.3089	4.059	4.1042	3.9815	3.797	4.2697	4.0781
hsa-miR-2355-5p	2.0032	2.3471	1.2827	1.9236	1.366	0.877	2.5867	1.0507	1.1512	2.1037	1.1584	1.967	1.6561	1.9727	1.765	1.4907	1.4182	2.0276	1.494	2.6156	2.6464	1.9975	1.6289	1.806	1.4132	2.1311	1.9175	0.5178	1.6449	2.2345	2.3609	1.5761	2.2086	1.9439	1.4995	1.6941	2.259	2.2672	2.329	1.5699	2.0858	1.2624	1.2321	1.0298	2.1204	2.0249	2.0796	1.9427	1.7322	1.9223	1.7834	1.4383	1.8077	1.1937	2.0391	1.6159	1.7858	1.4667	1.4886	2.4249	1.7361	1.6748	1.9347	1.0803	0.9859	2.6368	2.1655	1.2152	1.9115	1.63	2.1289	1.0522	1.3242	1.8771	2.3491	1.8069	1.2948	1.4746	1.3039	1.9217	1.7332	1.8569	0.8509	1.021	1.6969	2.2001	1.1124	1.0438	1.7419	2.0058	1.5619	1.2302	1.3861	1.2826
hsa-miR-2392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-23a-3p	14.4642	14.833	14.6416	14.5551	14.654	14.7494	14.858	14.8276	14.7122	14.5583	14.6642	14.4937	14.723	14.8133	14.7623	14.7317	14.7568	14.6037	14.6899	15.0111	14.5433	14.8898	14.847	14.6495	14.567	14.5598	14.7704	14.7988	14.4636	14.3708	14.625	14.4854	14.5314	14.5207	14.4673	14.5892	14.4523	14.4946	14.4136	14.7676	14.4217	14.5164	14.3102	14.4735	14.5517	14.9285	14.8267	14.6146	14.5581	14.9995	14.4865	14.7755	14.877	14.6958	14.8605	14.6062	14.1914	14.632	14.449	14.6379	14.6186	14.7019	15.1509	15.0148	14.6894	14.2613	14.9555	14.5074	14.3672	14.5234	14.7912	14.8575	15.008	14.6596	14.7692	14.6733	14.5645	14.5915	14.9804	14.4713	14.6524	14.4169	15.2563	14.6157	14.6464	14.6462	14.4479	14.6098	14.83	14.9503	14.3484	14.6322	14.507	14.8986
hsa-miR-23a-5p	3.3257	5.5578	4.1549	3.3582	5.3845	4.7954	4.3205	4.37	7.1302	6.3541	5.6838	7.2358	6.785	4.4906	6.5334	5.6944	5.0211	5.4229	3.2061	4.6483	3.3363	7.5471	3.5797	3.0379	2.7701	3.5241	3.2869	6.0486	5.9914	3.4251	5.5327	7.1407	5.0736	3.8571	3.8962	3.82	6.1865	7.6357	7.311	6.4161	4.7588	5.3281	3.6041	5.6692	3.7002	3.9616	6.2292	5.9264	5.5858	6.8901	6.8932	6.1887	4.5003	4.942	3.6671	3.9156	7.1609	6.5621	6.6313	4.3925	6.8591	3.3926	4.7413	6.3478	3.6962	6.4773	5.2015	5.3453	6.3684	5.8829	5.3745	3.5083	5.8089	6.9224	4.0825	6.2233	6.7045	3.7068	4.4501	5.4989	4.9689	4.8202	6.8855	3.7574	4.6191	3.9146	5.8623	5.393	5.2021	6.088	5.9163	5.4765	4.2857	5.7552
hsa-miR-23b-3p	13.2593	13.2461	13.0465	13.0729	13.2324	13.5374	13.1899	13.2811	13.1556	13.0412	13.3354	13.0621	13.3956	13.2125	13.0572	13.3279	13.0663	13.0522	13.4701	13.1061	13.0568	13.2497	13.5272	13.2065	13.1194	13.244	13.2416	13.2136	13.1561	13.1713	13.3398	12.7502	13.0425	13.0825	12.4727	13.2478	13.0467	13.0737	12.8779	13.45	13.2155	13.1933	12.834	12.9657	12.9943	13.1403	13.2068	13.3054	13.3327	13.3205	13.0118	13.3801	13.3452	13.115	13.2507	13.4418	12.6766	13.2181	12.8072	12.9968	13.3653	13.4927	13.2767	13.2879	13.6698	12.9722	13.3591	13.007	13.0138	12.8143	13.2461	13.3209	13.7279	13.3457	13.0568	12.9671	13.1246	13.1319	13.3065	13.1939	13.2157	12.9757	13.3016	13.3347	13.0748	13.2809	13.1433	13.0112	13.1287	13.2914	12.9679	13.2419	13.0455	13.2007
hsa-miR-23b-5p	5.1618	5.3242	4.7744	5.0036	5.4258	5.7692	5.5863	5.6744	5.6509	5.3907	5.1267	5.117	5.5728	4.3873	5.3298	5.4863	5.0007	5.457	5.2347	4.6483	4.7861	5.2776	5.6187	4.5782	4.9234	4.8465	5.097	5.8274	5.3593	5.5269	5.6592	4.5686	5.1735	5.2252	5.1087	5.921	5.0954	5.1517	4.7364	5.8407	5.6377	5.159	5.3526	4.9478	4.7962	5.5369	5.8295	5.9201	5.4455	5.6596	4.878	5.5967	5.5201	5.7283	5.6398	5.9872	5.1036	5.4593	4.9421	5.5136	5.4603	5.7645	5.4713	5.4108	5.0256	5.6078	5.38	4.9472	4.9675	5.6318	4.8882	5.4577	5.6036	5.4393	5.2312	5.3569	5.415	4.9254	5.7172	5.1562	4.7986	5.0609	5.5974	5.2172	5.4652	5.6874	5.5043	5.1361	5.6104	5.445	5.0648	5.3393	5.2523	5.2075
hsa-miR-23c	0	0	0.1316	1.3128	0.1652	1.4185	0	0.1341	1.1512	0.9723	0.2916	0	0.2945	1.4525	0	0.1313	0.383	0	0.2794	0.1922	0.3611	0.2012	0	0	0.162	0.3121	0.2794	1.3033	0.1276	0.1452	0	1.035	0.2944	1.7827	1.068	0	0	0	0.2237	1.2891	0.2914	0.1141	0	0	0	0.9417	0.2651	0.2361	0	0.2254	0.1249	0.3153	0.17	1.5515	0.1135	0.3138	0	0	1.6633	0.0862	0.2773	0.1433	0.1544	0	1.9424	0	0.2266	0	0.4657	0.3356	0	0	0.5036	0.1729	0.3702	0.1698	0.57	1.5737	0	0.137	1.1126	0.1558	1.6367	1.2976	0.0896	1.7211	1.7329	1.5027	0	1.0821	0.2696	0.292	0.2811	0
hsa-miR-24-1-5p	2.7838	2.4705	2.2977	2.3266	2.4245	2.7773	2.051	1.7389	1.9821	2.6374	2.363	2.9158	2.2948	2.3798	2.3779	2.0839	2.7928	1.9994	2.8476	2.3989	2.2748	2.2679	2.3043	2.5496	2.2274	3.2405	2.4276	2.4794	2.7907	2.748	2.5814	1.3961	2.6513	2.3794	2.8507	1.896	2.3563	2.2332	2.5098	2.788	3.1245	2.5086	2.8343	2.3366	2.5565	2.3628	2.4158	2.0703	2.1646	2.5409	1.3436	2.3992	2.0004	2.7642	3.0785	1.6159	1.876	3.2294	2.1281	2.2114	2.5283	2.0831	1.7042	2.6007	3.1763	2.1115	2.2961	2.4637	2.3759	2.3012	2.459	2.7109	2.4405	2.7227	2.9224	2.3214	1.9298	2.3275	2.2089	2.6504	1.8922	2.2859	2.4113	2.894	2.7166	2.5833	2.2024	2.5183	2.8228	2.6946	2.1345	2.8863	1.7514	2.9824
hsa-miR-24-2-5p	6.663	7.2067	6.9746	6.7128	6.9951	7.0444	7.2482	6.6685	6.9425	6.5946	6.8528	6.8766	6.8445	6.5371	6.6569	6.8733	7.1782	6.6913	7.0328	7.2535	6.7193	7.0778	7.1717	6.7671	6.8844	6.8037	6.7541	7.0434	6.8096	6.7284	6.6826	6.4927	6.9213	6.7281	6.8336	6.6447	6.4389	6.7385	6.7253	6.9433	6.5179	6.8959	6.7607	6.6533	6.7399	7.0816	7.1069	6.5196	6.2423	7.1966	6.8119	7.1715	6.9634	6.8431	7.325	6.583	6.5499	6.8755	6.2018	6.6461	6.8903	6.7539	6.8728	7.3051	6.7933	6.7043	7.3372	6.8851	6.7299	6.536	6.9018	6.8939	6.8079	7.0759	6.9162	6.5616	6.6132	6.7768	7.2113	6.8547	6.6618	6.8168	7.3911	6.4506	6.9579	6.7382	6.6439	6.8282	7.3374	7.1876	6.5655	6.9178	6.6589	7.215
hsa-miR-24-3p	11.3005	11.6487	11.3367	11.1996	11.305	11.644	11.661	10.9326	11.3248	11.448	11.6253	11.7275	11.251	10.9367	11.166	11.4626	11.5063	11.0162	11.5415	11.6585	10.6507	11.2375	11.5913	11.2022	11.4866	11.6103	11.4527	11.6154	11.141	11.1373	11.0012	11.2665	11.3759	10.777	11.3642	10.929	11.1009	11.2587	11.4368	11.3811	11.2606	11.445	11.3724	11.3161	11.3116	11.5733	11.6756	10.9419	10.9537	11.5383	11.126	11.6303	11.0952	11.6616	11.577	10.9241	10.9572	11.1797	10.8146	10.8113	11.2347	11.2097	11.3952	11.7739	11.5182	10.9056	11.5991	11.3337	11.2225	11.1327	11.2571	11.6648	11.5739	11.3526	11.535	11.1364	11.2656	11.1517	11.9499	11.2326	11.0374	11.246	11.9345	11.3834	11.5993	11.5355	11.1712	10.9379	11.7769	11.6505	10.8935	11.3583	11.2265	11.5313
hsa-miR-2467-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2042	0	0	0	0	0	0	0	0	0	0.1464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4483	0	0	0	0	0	0	0	0.1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2467-5p	0.4776	0	0	0	0	0	0	0	0	0.1858	0	0	0.0795	0	0	0	0	0	0	0	0	0	0	0	0.162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.355	0	0	0.2361	0	0	0.2399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-25-3p	10.8484	10.943	10.5594	10.2878	10.632	10.0462	10.576	11.0225	10.3397	10.8299	10.7179	11.5304	11.0062	11.356	10.838	10.6704	10.5834	10.1553	10.4845	10.7231	10.8496	10.6026	10.3585	10.6238	10.5075	10.8448	11.1473	10.3163	10.7384	10.3984	10.5045	11.2571	9.8565	10.1977	10.4228	10.0426	10.3608	11.3555	11.1387	10.2143	10.348	10.8857	9.9761	11.2188	11.2353	10.0383	10.1247	10.176	11.3921	10.2345	11.0653	10.7495	10.2961	11.1463	10.5893	10.5818	10.4209	10.375	10.5918	10.1619	10.8727	9.9455	10.7552	10.8622	10.538	10.5124	10.743	10.7098	11.6325	10.5382	10.1321	10.4483	10.2242	10.7439	10.2621	9.5763	10.6124	10.2975	10.7548	10.4074	10.6578	11.1604	10.6203	10.6726	10.4379	10.2066	10.1359	10.1824	10.8935	10.377	10.2617	10.2382	10.1717	10.9121
hsa-miR-25-5p	2.6698	2.8343	2.4315	2.8477	2.6643	3.0923	3.3001	3.6544	3.5589	3.3122	2.5676	3.0273	2.567	2.4049	2.6501	3.2007	2.6945	2.4168	2.428	2.8897	2.4725	3.2297	2.6539	2.6803	2.1904	1.9172	2.7815	4.0254	2.5837	2.8362	3.1965	3.4161	2.8149	3.2233	3.0335	2.9094	2.9204	3.109	3.0077	3.5071	2.8833	2.5293	3.0632	3.2402	2.9442	3.6972	3.2435	3.3815	3.3631	2.3387	2.557	3.0791	3.4099	3.4309	3.0069	3.211	3.1539	3.1599	3.8566	3.5343	2.7716	2.282	3.2084	3.6143	2.5851	2.9039	3.2739	2.7263	2.8838	3.9696	2.672	2.8246	2.7933	3.1731	3.2891	2.9301	3.0808	2.3648	3.3091	2.5801	3.2368	2.3192	3.4119	3.2204	2.7445	2.9801	2.9083	2.5661	3.044	3.407	3.0523	3.0319	3.3426	2.9824
hsa-miR-2681-3p	1.7462	0.5402	1.4434	1.6702	1.2964	1.1184	0.4322	1.2411	1.0125	1.4055	1.3607	0.8865	1.6033	1.004	0.9705	1.0998	0.8157	0.9612	1.4382	0.998	1.8882	0.9244	0.8967	1.2553	1.2059	0.4459	1.3799	1.0259	0.4541	0.8852	0.8864	0.9505	0.6119	1.2772	0.5727	1.1787	1.1538	0.4185	0.8785	1.6922	1.4214	1.1599	0.8941	0.43	1.0814	1.3418	0.9318	1.2763	0.472	0.7454	0.9295	0.4504	1.0877	1.1937	1.7888	1.2242	0.4156	0.7325	0.6799	0.5776	1.1838	1.2998	0.9286	1.2741	1.305	0.7072	0.8877	0.8246	1.3356	1.2872	0.7002	0.7789	1.9096	1.3378	1.2118	1.3919	1.8153	1.0841	1.1211	1.2596	0.9772	1.3116	1.0033	1.0807	1.0179	1.0694	2.0887	1.2914	0.9703	1.2268	0.9447	1.2302	1.2622	1.4975
hsa-miR-2681-5p	0.726	0	0.6537	0.5226	0.1652	0.7392	0.7644	0.664	1.0835	0.632	0.5341	0	0.2263	0	0.3102	0.2516	0	0.5592	0.5134	0.3617	0	0.1041	0.798	0	0	0.4459	0	0.1195	0.5484	0	0.6139	0.4326	0	0.3462	0.4494	0.1338	0.2901	0.4185	0	0.1779	0.153	0.4105	0.6899	0	0.1884	0	0.6826	0.341	0.2552	0.884	0.3464	0.3153	0	0.3305	0.1135	0.6847	0	0.2875	0	0.3175	0	0	0	0.2662	0.6675	0	0.4223	0.5267	0.4657	0.3356	0.1699	0	0.3227	0.1729	0	0.1698	0.57	0.4806	0.258	0.583	0	0.1558	0	0.2284	0.4009	0.3781	0.7632	0.1329	0.7133	0.2909	0.1411	0.1534	0.2811	0.605
hsa-miR-2682-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2682-5p	0	0	0	0	0.3135	0	0	0	0	0	0	0	0	0	0	0.1313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1699	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2536	0	0	0	0	0	0	0	0	0
hsa-miR-26a-1-3p	1.9058	1.9827	1.8777	1.3626	2.4568	1.1184	2.2047	1.1804	1.6492	1.7382	1.968	1.3651	1.4915	1.0683	1.5455	1.7578	1.714	1.5717	1.7446	0.5134	2.7105	2.1754	2.3399	1.6868	1.1297	0.8837	1.2563	1.6594	1.4633	1.2488	1.9891	1.4586	1.4519	2.0657	1.2998	1.9332	1.5327	1.4827	1.4206	0.9402	2.0077	2.2587	1.9794	2.3032	1.7534	2.0249	1.7741	1.9757	1.8139	2.0749	1.3436	1.6213	1.7008	0.4712	1.3533	1.4333	1.1532	2.3756	1.6633	1.7125	1.6413	1.1719	1.2358	1.9399	1.2465	2.2618	1.0146	1.4659	1.6738	1.5677	1.9996	1.6541	1.8772	2.0644	2.3899	1.3919	1.4045	1.9631	2.1465	1.7184	1.2945	2.1442	1.3259	1.4413	1.6088	1.4842	1.6284	1.4009	1.915	1.0821	1.5107	2.0103	2.0044	2.4406
hsa-miR-26a-2-3p	4.6851	4.6546	5.1099	4.4506	5.0929	4.5547	5.1904	4.2121	4.8821	4.0349	4.9706	3.6735	4.5498	4.4429	4.4349	4.5537	5.1316	4.8348	4.6278	4.5982	5.5784	4.8461	4.9617	4.5782	4.9234	4.4035	4.1341	4.2966	4.5244	5.1375	4.9649	3.5798	5.2613	5.0996	4.3826	5.1853	4.9677	4.3823	4.4347	4.3523	4.9274	5.0485	4.8438	4.6348	4.2997	4.8315	4.8139	5.131	3.8433	4.59	4.1188	4.8807	4.5627	3.5936	4.7865	4.5074	4.739	5.0431	4.8727	4.849	4.8031	4.8572	4.5598	5.0627	3.9089	5.0628	4.8482	4.9929	4.2766	4.9103	5.1184	5.0142	4.5324	4.525	4.987	4.936	4.0782	5.4689	4.7834	4.5612	4.6112	4.866	4.69	4.001	4.8157	3.9709	4.8112	4.6233	4.6489	4.3997	5.1756	5.1288	5.061	4.7919
hsa-miR-26a-5p	17.0985	16.9337	16.9208	16.8657	17.1249	16.9351	16.8339	17.1283	17.1591	16.8821	17.0983	16.6667	16.8429	16.8878	16.8689	16.9419	16.6262	16.9621	16.7506	16.6522	16.6295	16.8828	16.8643	16.8925	16.8587	16.7924	16.9525	16.9315	16.9074	16.9649	16.8725	16.5739	16.9962	16.7047	16.5456	17.0657	17.1757	16.8222	16.5928	16.8892	17.0677	17.0462	16.7167	16.9523	16.2512	17.009	16.9385	17.0326	16.9387	16.8718	16.6901	16.8364	16.7243	16.3719	16.951	16.7877	16.479	17.1456	16.6667	17.139	16.9603	16.9305	17.0447	16.937	16.7449	16.901	17.0237	16.942	16.6805	16.8479	16.644	17.0526	16.8419	16.9481	17.1054	16.9707	17.055	17.058	16.6371	16.7185	16.5728	16.7239	16.8805	16.8739	16.8176	16.676	17.4024	16.9561	16.7186	16.8493	16.7587	16.7521	16.9261	16.7455
hsa-miR-26b-3p	3.8684	4.117	4.1703	3.585	4.0578	3.9437	4.3121	4.0519	3.9494	3.9476	4.1264	3.9474	3.9217	4.3029	4.3183	4.5301	4.3113	4.186	4.0533	3.8037	4.5871	4.2618	4.5862	4.0596	3.7394	3.9418	3.9864	3.9548	4.0638	4.1652	4.226	3.5077	3.8436	3.8905	3.8962	4.194	4.1908	4.1191	3.613	3.8468	4.2576	4.0634	4.2219	4.1524	4.4546	4.0711	3.9655	4.2845	3.8433	4.4066	4.0652	4.352	4.4923	3.9824	4.3031	4.5379	4.012	3.7385	3.9828	4.149	4.0695	3.9844	4.5735	3.9996	3.5347	3.6851	4.1219	4.2528	4.0213	4.1613	3.8699	3.8855	3.878	4.2441	3.8824	4.2567	3.6914	4.008	3.7269	3.9205	3.8736	3.9309	4.2842	3.5406	4.0888	3.8562	4.0806	4.0478	3.5564	3.6952	4.6105	3.8763	4.2371	3.9257
